18:00:39.120 [XNIO-1 task-1]  -1Uc2lwuTU22Urz_BEBF1g DEBUG com.networknt.schema.TypeValidator debug - validate( "b625893d", "b625893d", userId)
18:00:40.073 [XNIO-1 task-1]  Nraye6v3TDGqfCagO56Blw DEBUG com.networknt.schema.TypeValidator debug - validate( "9eba52db-37d0-4f65-91b3-bf6f8c2e5e41", {"password":"0e23d668-fb64-4325-875c-27089d1d5304","newPassword":"9eba52db-37d0-4f65-91b3-bf6f8c2e5e41","newPasswordConfirm":"9eba52db-37d0-4f65-91b3-bf6f8c2e5e41"}, requestBody.newPassword)
18:00:40.112 [XNIO-1 task-1]  6QwVkt4ZQ_6omna4Q4rksg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/94e92193, base path is set to: null
18:00:40.112 [XNIO-1 task-1]  6QwVkt4ZQ_6omna4Q4rksg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.112 [XNIO-1 task-1]  6QwVkt4ZQ_6omna4Q4rksg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:40.113 [XNIO-1 task-1]  6QwVkt4ZQ_6omna4Q4rksg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/94e92193, base path is set to: null
18:00:40.113 [XNIO-1 task-1]  6QwVkt4ZQ_6omna4Q4rksg DEBUG com.networknt.schema.TypeValidator debug - validate( "94e92193", "94e92193", userId)
18:00:40.118 [XNIO-1 task-1]  RScHi24ITD6Pnq69hPlXJA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.118 [XNIO-1 task-1]  RScHi24ITD6Pnq69hPlXJA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.119 [XNIO-1 task-1]  RScHi24ITD6Pnq69hPlXJA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.156 [XNIO-1 task-1]  dEj2sehcTnevL36eN0Heow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.156 [XNIO-1 task-1]  dEj2sehcTnevL36eN0Heow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.157 [XNIO-1 task-1]  dEj2sehcTnevL36eN0Heow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.210 [XNIO-1 task-1]  XK1CmX1HQH61aIFLRQAxuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/94e92193
18:00:40.210 [XNIO-1 task-1]  XK1CmX1HQH61aIFLRQAxuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.210 [XNIO-1 task-1]  XK1CmX1HQH61aIFLRQAxuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:40.211 [XNIO-1 task-1]  XK1CmX1HQH61aIFLRQAxuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/94e92193
18:00:40.215 [XNIO-1 task-1]  Kbu53GwcTDycsdKjKnRMIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/94e92193, base path is set to: null
18:00:40.215 [XNIO-1 task-1]  Kbu53GwcTDycsdKjKnRMIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.215 [XNIO-1 task-1]  Kbu53GwcTDycsdKjKnRMIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:40.215 [XNIO-1 task-1]  Kbu53GwcTDycsdKjKnRMIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/94e92193, base path is set to: null
18:00:40.216 [XNIO-1 task-1]  Kbu53GwcTDycsdKjKnRMIQ DEBUG com.networknt.schema.TypeValidator debug - validate( "94e92193", "94e92193", userId)
18:00:40.221 [XNIO-1 task-1]  BoQOq9r_StGQejOzWoVa-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.221 [XNIO-1 task-1]  BoQOq9r_StGQejOzWoVa-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.222 [XNIO-1 task-1]  BoQOq9r_StGQejOzWoVa-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.240 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/94e92193
18:00:40.241 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.241 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:40.241 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
18:00:40.241 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/94e92193
18:00:40.242 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"9eba52db-37d0-4f65-91b3-bf6f8c2e5e41","newPassword":"0a6c6004-6de0-4421-8d28-87a1a85172f9","newPasswordConfirm":"0a6c6004-6de0-4421-8d28-87a1a85172f9"}, {"password":"9eba52db-37d0-4f65-91b3-bf6f8c2e5e41","newPassword":"0a6c6004-6de0-4421-8d28-87a1a85172f9","newPasswordConfirm":"0a6c6004-6de0-4421-8d28-87a1a85172f9"}, requestBody)
18:00:40.242 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"9eba52db-37d0-4f65-91b3-bf6f8c2e5e41","newPassword":"0a6c6004-6de0-4421-8d28-87a1a85172f9","newPasswordConfirm":"0a6c6004-6de0-4421-8d28-87a1a85172f9"}, {"password":"9eba52db-37d0-4f65-91b3-bf6f8c2e5e41","newPassword":"0a6c6004-6de0-4421-8d28-87a1a85172f9","newPasswordConfirm":"0a6c6004-6de0-4421-8d28-87a1a85172f9"}, requestBody)
18:00:40.243 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG com.networknt.schema.FormatValidator debug - validate( "0a6c6004-6de0-4421-8d28-87a1a85172f9", {"password":"9eba52db-37d0-4f65-91b3-bf6f8c2e5e41","newPassword":"0a6c6004-6de0-4421-8d28-87a1a85172f9","newPasswordConfirm":"0a6c6004-6de0-4421-8d28-87a1a85172f9"}, requestBody.newPasswordConfirm)
18:00:40.243 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG com.networknt.schema.FormatValidator debug - validate( "9eba52db-37d0-4f65-91b3-bf6f8c2e5e41", {"password":"9eba52db-37d0-4f65-91b3-bf6f8c2e5e41","newPassword":"0a6c6004-6de0-4421-8d28-87a1a85172f9","newPasswordConfirm":"0a6c6004-6de0-4421-8d28-87a1a85172f9"}, requestBody.password)
18:00:40.243 [XNIO-1 task-1]  ha7luQ-dT-erF7QHGM5Sgg DEBUG com.networknt.schema.FormatValidator debug - validate( "0a6c6004-6de0-4421-8d28-87a1a85172f9", {"password":"9eba52db-37d0-4f65-91b3-bf6f8c2e5e41","newPassword":"0a6c6004-6de0-4421-8d28-87a1a85172f9","newPasswordConfirm":"0a6c6004-6de0-4421-8d28-87a1a85172f9"}, requestBody.newPassword)
18:00:40.279 [XNIO-1 task-1]  g1KmKCxvSUOeYIUa4yeZ0w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.279 [XNIO-1 task-1]  g1KmKCxvSUOeYIUa4yeZ0w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.280 [XNIO-1 task-1]  g1KmKCxvSUOeYIUa4yeZ0w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.288 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:4d9e5853
18:00:40.296 [XNIO-1 task-1]  2YENvmwjTiu0wGeceOcQhg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:40.296 [XNIO-1 task-1]  2YENvmwjTiu0wGeceOcQhg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.301 [XNIO-1 task-1]  2YENvmwjTiu0wGeceOcQhg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:40.319 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:63faab8a
18:00:40.334 [XNIO-1 task-1]  vkvTvsBeQhqeXI1H1mDFDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/94e92193, base path is set to: null
18:00:40.335 [XNIO-1 task-1]  vkvTvsBeQhqeXI1H1mDFDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.335 [XNIO-1 task-1]  vkvTvsBeQhqeXI1H1mDFDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:40.335 [XNIO-1 task-1]  vkvTvsBeQhqeXI1H1mDFDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/94e92193, base path is set to: null
18:00:40.335 [XNIO-1 task-1]  vkvTvsBeQhqeXI1H1mDFDg DEBUG com.networknt.schema.TypeValidator debug - validate( "94e92193", "94e92193", userId)
18:00:40.360 [XNIO-1 task-1]  Q194DZlTQYmG9lavg7J4lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.360 [XNIO-1 task-1]  Q194DZlTQYmG9lavg7J4lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.360 [XNIO-1 task-1]  Q194DZlTQYmG9lavg7J4lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.486 [XNIO-1 task-1]  umTsEjQxTuiX8nlok9cOZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.486 [XNIO-1 task-1]  umTsEjQxTuiX8nlok9cOZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.486 [XNIO-1 task-1]  umTsEjQxTuiX8nlok9cOZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.521 [XNIO-1 task-1]  eOXAGPPPSf6axzxoPgrZuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4912ce82
18:00:40.521 [XNIO-1 task-1]  eOXAGPPPSf6axzxoPgrZuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.521 [XNIO-1 task-1]  eOXAGPPPSf6axzxoPgrZuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:40.521 [XNIO-1 task-1]  eOXAGPPPSf6axzxoPgrZuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4912ce82
18:00:40.522 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:4d9e5853
18:00:40.530 [XNIO-1 task-1]  4MV2T47yTWuJ1JZd4su7vg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4912ce82, base path is set to: null
18:00:40.530 [XNIO-1 task-1]  4MV2T47yTWuJ1JZd4su7vg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.530 [XNIO-1 task-1]  4MV2T47yTWuJ1JZd4su7vg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:40.530 [XNIO-1 task-1]  4MV2T47yTWuJ1JZd4su7vg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4912ce82, base path is set to: null
18:00:40.531 [XNIO-1 task-1]  4MV2T47yTWuJ1JZd4su7vg DEBUG com.networknt.schema.TypeValidator debug - validate( "4912ce82", "4912ce82", userId)
18:00:40.542 [XNIO-1 task-1]  cxrXtMmpT6O9_3wdVgG3_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.542 [XNIO-1 task-1]  cxrXtMmpT6O9_3wdVgG3_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.542 [XNIO-1 task-1]  cxrXtMmpT6O9_3wdVgG3_g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.584 [XNIO-1 task-1]  YWfhmswWTTaE08s0SEcjyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.584 [XNIO-1 task-1]  YWfhmswWTTaE08s0SEcjyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.585 [XNIO-1 task-1]  YWfhmswWTTaE08s0SEcjyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.585 [XNIO-1 task-1]  YWfhmswWTTaE08s0SEcjyw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:40.606 [XNIO-1 task-1]  j6q7_EdOTd-1_YxjfrvAZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.606 [XNIO-1 task-1]  j6q7_EdOTd-1_YxjfrvAZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.606 [XNIO-1 task-1]  j6q7_EdOTd-1_YxjfrvAZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.723 [XNIO-1 task-1]  LuGnae0xSk24T7fUnAhRnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.723 [XNIO-1 task-1]  LuGnae0xSk24T7fUnAhRnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.725 [XNIO-1 task-1]  LuGnae0xSk24T7fUnAhRnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.727 [XNIO-1 task-1]  LuGnae0xSk24T7fUnAhRnQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:40.748 [XNIO-1 task-1]  63hTHnkpRmif00UfwySbfQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.749 [XNIO-1 task-1]  63hTHnkpRmif00UfwySbfQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.749 [XNIO-1 task-1]  63hTHnkpRmif00UfwySbfQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.751 [XNIO-1 task-1]  63hTHnkpRmif00UfwySbfQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
18:00:40.757 [XNIO-1 task-1]  HUhCUH26RW2EPZoDSqMWtw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/331614f7
18:00:40.757 [XNIO-1 task-1]  HUhCUH26RW2EPZoDSqMWtw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
18:00:40.757 [XNIO-1 task-1]  HUhCUH26RW2EPZoDSqMWtw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
18:00:40.757 [XNIO-1 task-1]  HUhCUH26RW2EPZoDSqMWtw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/331614f7
18:00:40.762 [XNIO-1 task-1]  t5a67_05Sxusme1-cHrAEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:40.762 [XNIO-1 task-1]  t5a67_05Sxusme1-cHrAEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.763 [XNIO-1 task-1]  t5a67_05Sxusme1-cHrAEw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:40.775 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/5f653c7c, base path is set to: null
18:00:40.775 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.776 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:40.776 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:40.776 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/5f653c7c, base path is set to: null
18:00:40.777 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG com.networknt.schema.TypeValidator debug - validate( "5f653c7c", "5f653c7c", userId)
18:00:40.777 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"7f16cacd-f0cc-4221-94e5-6a01bcbaeb85","newPassword":"4ef1ce68-dbcf-4cc0-af0b-54562639165d","newPasswordConfirm":"4ef1ce68-dbcf-4cc0-af0b-54562639165d"}, {"password":"7f16cacd-f0cc-4221-94e5-6a01bcbaeb85","newPassword":"4ef1ce68-dbcf-4cc0-af0b-54562639165d","newPasswordConfirm":"4ef1ce68-dbcf-4cc0-af0b-54562639165d"}, requestBody)
18:00:40.777 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG com.networknt.schema.TypeValidator debug - validate( "4ef1ce68-dbcf-4cc0-af0b-54562639165d", {"password":"7f16cacd-f0cc-4221-94e5-6a01bcbaeb85","newPassword":"4ef1ce68-dbcf-4cc0-af0b-54562639165d","newPasswordConfirm":"4ef1ce68-dbcf-4cc0-af0b-54562639165d"}, requestBody.newPasswordConfirm)
18:00:40.778 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG com.networknt.schema.TypeValidator debug - validate( "7f16cacd-f0cc-4221-94e5-6a01bcbaeb85", {"password":"7f16cacd-f0cc-4221-94e5-6a01bcbaeb85","newPassword":"4ef1ce68-dbcf-4cc0-af0b-54562639165d","newPasswordConfirm":"4ef1ce68-dbcf-4cc0-af0b-54562639165d"}, requestBody.password)
18:00:40.778 [XNIO-1 task-1]  _VGVGn6nRRyEl7TtIpERDg DEBUG com.networknt.schema.TypeValidator debug - validate( "4ef1ce68-dbcf-4cc0-af0b-54562639165d", {"password":"7f16cacd-f0cc-4221-94e5-6a01bcbaeb85","newPassword":"4ef1ce68-dbcf-4cc0-af0b-54562639165d","newPasswordConfirm":"4ef1ce68-dbcf-4cc0-af0b-54562639165d"}, requestBody.newPassword)
18:00:40.864 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/331614f7, base path is set to: null
18:00:40.864 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.866 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:40.866 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:40.867 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/331614f7, base path is set to: null
18:00:40.869 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG com.networknt.schema.TypeValidator debug - validate( "331614f7", "331614f7", userId)
18:00:40.870 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"24816878-8a85-490e-9299-0952ada72616","newPassword":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35","newPasswordConfirm":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35"}, {"password":"24816878-8a85-490e-9299-0952ada72616","newPassword":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35","newPasswordConfirm":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35"}, requestBody)
18:00:40.870 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG com.networknt.schema.TypeValidator debug - validate( "bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35", {"password":"24816878-8a85-490e-9299-0952ada72616","newPassword":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35","newPasswordConfirm":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35"}, requestBody.newPasswordConfirm)
18:00:40.870 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG com.networknt.schema.TypeValidator debug - validate( "24816878-8a85-490e-9299-0952ada72616", {"password":"24816878-8a85-490e-9299-0952ada72616","newPassword":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35","newPasswordConfirm":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35"}, requestBody.password)
18:00:40.870 [XNIO-1 task-1]  pZI4c2_nTIG5CWPqk17yJw DEBUG com.networknt.schema.TypeValidator debug - validate( "bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35", {"password":"24816878-8a85-490e-9299-0952ada72616","newPassword":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35","newPasswordConfirm":"bfb2727f-7a39-4d3f-b4b5-eb4c2a686a35"}, requestBody.newPassword)
18:00:40.890 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/ad37901c, base path is set to: null
18:00:40.890 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.890 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:40.890 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:40.891 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/ad37901c, base path is set to: null
18:00:40.891 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG com.networknt.schema.TypeValidator debug - validate( "ad37901c", "ad37901c", userId)
18:00:40.894 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"991801be-5937-4dc5-bfff-4fe20909fbd8","newPassword":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a","newPasswordConfirm":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a"}, {"password":"991801be-5937-4dc5-bfff-4fe20909fbd8","newPassword":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a","newPasswordConfirm":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a"}, requestBody)
18:00:40.894 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG com.networknt.schema.TypeValidator debug - validate( "8ba6aedb-be59-4fe4-b2f5-689215fa0c1a", {"password":"991801be-5937-4dc5-bfff-4fe20909fbd8","newPassword":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a","newPasswordConfirm":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a"}, requestBody.newPasswordConfirm)
18:00:40.896 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG com.networknt.schema.TypeValidator debug - validate( "991801be-5937-4dc5-bfff-4fe20909fbd8", {"password":"991801be-5937-4dc5-bfff-4fe20909fbd8","newPassword":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a","newPasswordConfirm":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a"}, requestBody.password)
18:00:40.896 [XNIO-1 task-1]  zb1kWvexRzy9UPZYQ_ELKw DEBUG com.networknt.schema.TypeValidator debug - validate( "8ba6aedb-be59-4fe4-b2f5-689215fa0c1a", {"password":"991801be-5937-4dc5-bfff-4fe20909fbd8","newPassword":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a","newPasswordConfirm":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a"}, requestBody.newPassword)
18:00:40.937 [XNIO-1 task-1]  MYyPDruVTWCw08j-Pqt4FA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:40.937 [XNIO-1 task-1]  MYyPDruVTWCw08j-Pqt4FA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.938 [XNIO-1 task-1]  MYyPDruVTWCw08j-Pqt4FA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
18:00:40.938 [XNIO-1 task-1]  MYyPDruVTWCw08j-Pqt4FA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
18:00:40.967 [XNIO-1 task-1]  fxT0kNK8SWiIqd4UrEyyTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/ad37901c, base path is set to: null
18:00:40.967 [XNIO-1 task-1]  fxT0kNK8SWiIqd4UrEyyTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
18:00:40.967 [XNIO-1 task-1]  fxT0kNK8SWiIqd4UrEyyTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
18:00:40.967 [XNIO-1 task-1]  fxT0kNK8SWiIqd4UrEyyTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
18:00:40.968 [XNIO-1 task-1]  fxT0kNK8SWiIqd4UrEyyTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/ad37901c, base path is set to: null
18:00:40.968 [XNIO-1 task-1]  fxT0kNK8SWiIqd4UrEyyTQ DEBUG com.networknt.schema.TypeValidator debug - validate( "ad37901c", "ad37901c", userId)
18:00:40.969 [XNIO-1 task-1]  fxT0kNK8SWiIqd4UrEyyTQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a","newPassword":"4fbc96aa-21fa-4d6e-a919-0359fa125acf","newPasswordConfirm":"4fbc96aa-21fa-4d6e-a919-0359fa125acf"}, {"password":"8ba6aedb-be59-4fe4-b2f5-689215fa0c1a","newPassword":"4fbc96aa-21fa-4d6e-a919-0359fa125acf","newPasswordConfirm":"4fbc96aa-21fa-4d6e-a919-0359fa125acf"}, requestBody)
