17:00:39.530 [XNIO-1 task-1]  3hlNntToQtOm73AOXr4kRQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, {"password":"1d79fe08-ee9f-4141-b856-5c00f4cf7319","newPassword":"1df58163-41bc-4d70-893a-29d3b5c59b62","newPasswordConfirm":"1df58163-41bc-4d70-893a-29d3b5c59b62"}, requestBody)
17:00:40.722 [XNIO-1 task-2]  mosNvF-OQe-abNukNasa6w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:40.781 [XNIO-1 task-2]  T69rUE46SfarNRNIKqePmA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:40.781 [XNIO-1 task-2]  T69rUE46SfarNRNIKqePmA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:40.782 [XNIO-1 task-2]  T69rUE46SfarNRNIKqePmA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:40.815 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/bf30325b, base path is set to: null
17:00:40.816 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:40.816 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:40.816 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
17:00:40.816 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/bf30325b, base path is set to: null
17:00:40.817 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG com.networknt.schema.TypeValidator debug - validate( "bf30325b", "bf30325b", userId)
17:00:40.817 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"74f111d0-71a7-4126-a4f0-b58d4a54914a","newPassword":"da644ca8-924d-4054-a459-3509e62fed3c","newPasswordConfirm":"da644ca8-924d-4054-a459-3509e62fed3c"}, {"password":"74f111d0-71a7-4126-a4f0-b58d4a54914a","newPassword":"da644ca8-924d-4054-a459-3509e62fed3c","newPasswordConfirm":"da644ca8-924d-4054-a459-3509e62fed3c"}, requestBody)
17:00:40.817 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG com.networknt.schema.TypeValidator debug - validate( "da644ca8-924d-4054-a459-3509e62fed3c", {"password":"74f111d0-71a7-4126-a4f0-b58d4a54914a","newPassword":"da644ca8-924d-4054-a459-3509e62fed3c","newPasswordConfirm":"da644ca8-924d-4054-a459-3509e62fed3c"}, requestBody.newPasswordConfirm)
17:00:40.818 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG com.networknt.schema.TypeValidator debug - validate( "74f111d0-71a7-4126-a4f0-b58d4a54914a", {"password":"74f111d0-71a7-4126-a4f0-b58d4a54914a","newPassword":"da644ca8-924d-4054-a459-3509e62fed3c","newPasswordConfirm":"da644ca8-924d-4054-a459-3509e62fed3c"}, requestBody.password)
17:00:40.818 [XNIO-1 task-2]  pr2TVXyITgijGC0pEIQE3g DEBUG com.networknt.schema.TypeValidator debug - validate( "da644ca8-924d-4054-a459-3509e62fed3c", {"password":"74f111d0-71a7-4126-a4f0-b58d4a54914a","newPassword":"da644ca8-924d-4054-a459-3509e62fed3c","newPasswordConfirm":"da644ca8-924d-4054-a459-3509e62fed3c"}, requestBody.newPassword)
17:00:40.870 [XNIO-1 task-2]  yVHX8XtXTjSDbkXnACO7lg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:40.871 [XNIO-1 task-2]  yVHX8XtXTjSDbkXnACO7lg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:40.871 [XNIO-1 task-2]  yVHX8XtXTjSDbkXnACO7lg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:40.872 [XNIO-1 task-2]  yVHX8XtXTjSDbkXnACO7lg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:40.880 [XNIO-1 task-2]  o76fe8cvRTOf1WHi4PPN5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/bf30325b, base path is set to: null
17:00:40.881 [XNIO-1 task-2]  o76fe8cvRTOf1WHi4PPN5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:40.881 [XNIO-1 task-2]  o76fe8cvRTOf1WHi4PPN5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:40.881 [XNIO-1 task-2]  o76fe8cvRTOf1WHi4PPN5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/bf30325b, base path is set to: null
17:00:40.882 [XNIO-1 task-2]  o76fe8cvRTOf1WHi4PPN5Q DEBUG com.networknt.schema.TypeValidator debug - validate( "bf30325b", "bf30325b", userId)
17:00:40.890 [XNIO-1 task-2]  8dBW4e6PRyG6VQKxj-mnHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:40.890 [XNIO-1 task-2]  8dBW4e6PRyG6VQKxj-mnHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:40.890 [XNIO-1 task-2]  8dBW4e6PRyG6VQKxj-mnHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:40.891 [XNIO-1 task-2]  8dBW4e6PRyG6VQKxj-mnHQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:40.904 [XNIO-1 task-2]  p9MjoAdNRs6kvfk9rF2nOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:40.904 [XNIO-1 task-2]  p9MjoAdNRs6kvfk9rF2nOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:40.904 [XNIO-1 task-2]  p9MjoAdNRs6kvfk9rF2nOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:40.984 [XNIO-1 task-2]  -sIXuAK3RJeRQBysAEPtkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:40.984 [XNIO-1 task-2]  -sIXuAK3RJeRQBysAEPtkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:40.984 [XNIO-1 task-2]  -sIXuAK3RJeRQBysAEPtkw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:40.985 [XNIO-1 task-2]  -sIXuAK3RJeRQBysAEPtkw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:41.001 [XNIO-1 task-2]  D9sckM6eRQyx0Q1d507mGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/46fbc3a0
17:00:41.001 [XNIO-1 task-2]  D9sckM6eRQyx0Q1d507mGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.001 [XNIO-1 task-2]  D9sckM6eRQyx0Q1d507mGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:41.001 [XNIO-1 task-2]  D9sckM6eRQyx0Q1d507mGw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/46fbc3a0
17:00:41.015 [XNIO-1 task-2]  OjWlFHW9TBmyymwhpl2Tpw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.016 [XNIO-1 task-2]  OjWlFHW9TBmyymwhpl2Tpw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.016 [XNIO-1 task-2]  OjWlFHW9TBmyymwhpl2Tpw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.016 [XNIO-1 task-2]  OjWlFHW9TBmyymwhpl2Tpw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:41.046 [XNIO-1 task-2]  6ks5kO_mS86pb7TCKoTA4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/35fbae9c, base path is set to: null
17:00:41.046 [XNIO-1 task-2]  6ks5kO_mS86pb7TCKoTA4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.046 [XNIO-1 task-2]  6ks5kO_mS86pb7TCKoTA4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:41.046 [XNIO-1 task-2]  6ks5kO_mS86pb7TCKoTA4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/35fbae9c, base path is set to: null
17:00:41.047 [XNIO-1 task-2]  6ks5kO_mS86pb7TCKoTA4A DEBUG com.networknt.schema.TypeValidator debug - validate( "35fbae9c", "35fbae9c", userId)
17:00:41.053 [XNIO-1 task-2]  HYEUkw4QQGqD-VRjqmJ5sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.053 [XNIO-1 task-2]  HYEUkw4QQGqD-VRjqmJ5sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.053 [XNIO-1 task-2]  HYEUkw4QQGqD-VRjqmJ5sQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.054 [XNIO-1 task-2]  HYEUkw4QQGqD-VRjqmJ5sQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:41.063 [XNIO-1 task-2]  C47dbD22Rriecv_JjJOTeA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.063 [XNIO-1 task-2]  C47dbD22Rriecv_JjJOTeA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.063 [XNIO-1 task-2]  C47dbD22Rriecv_JjJOTeA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.103 [XNIO-1 task-2]  DIc7st91T92BHkyXkJ5U7g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/bf30325b
17:00:41.103 [XNIO-1 task-2]  DIc7st91T92BHkyXkJ5U7g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.103 [XNIO-1 task-2]  DIc7st91T92BHkyXkJ5U7g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:41.103 [XNIO-1 task-2]  DIc7st91T92BHkyXkJ5U7g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/bf30325b
17:00:41.117 [XNIO-1 task-2]  gblOYPA2SbGjrBRJWW2MaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4ba0bce4, base path is set to: null
17:00:41.117 [XNIO-1 task-2]  gblOYPA2SbGjrBRJWW2MaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.117 [XNIO-1 task-2]  gblOYPA2SbGjrBRJWW2MaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:41.117 [XNIO-1 task-2]  gblOYPA2SbGjrBRJWW2MaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/4ba0bce4, base path is set to: null
17:00:41.118 [XNIO-1 task-2]  gblOYPA2SbGjrBRJWW2MaQ DEBUG com.networknt.schema.TypeValidator debug - validate( "4ba0bce4", "4ba0bce4", userId)
17:00:41.159 [XNIO-1 task-2]  04t8Z8rbQwmuPgmKCnKv6A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/35fbae9c
17:00:41.159 [XNIO-1 task-2]  04t8Z8rbQwmuPgmKCnKv6A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.159 [XNIO-1 task-2]  04t8Z8rbQwmuPgmKCnKv6A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:41.160 [XNIO-1 task-2]  04t8Z8rbQwmuPgmKCnKv6A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/35fbae9c
17:00:41.176 [XNIO-1 task-2]  TzgPmdwCRHag-segZCK02g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.176 [XNIO-1 task-2]  TzgPmdwCRHag-segZCK02g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.176 [XNIO-1 task-2]  TzgPmdwCRHag-segZCK02g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.177 [XNIO-1 task-2]  TzgPmdwCRHag-segZCK02g DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
17:00:41.194 [XNIO-1 task-2]  7xopbhYaRT65-EBkw2y_AA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.194 [XNIO-1 task-2]  7xopbhYaRT65-EBkw2y_AA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.197 [XNIO-1 task-2]  7xopbhYaRT65-EBkw2y_AA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.239 [XNIO-1 task-2]  ugoZ6O7uTgeZy9X5SRrGPg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.239 [XNIO-1 task-2]  ugoZ6O7uTgeZy9X5SRrGPg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.240 [XNIO-1 task-2]  ugoZ6O7uTgeZy9X5SRrGPg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.366 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/7fd1aa27, base path is set to: null
17:00:41.367 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.367 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:41.367 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
17:00:41.368 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/7fd1aa27, base path is set to: null
17:00:41.368 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG com.networknt.schema.TypeValidator debug - validate( "7fd1aa27", "7fd1aa27", userId)
17:00:41.369 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"ff32c504-705c-47fb-863d-e99c1ddcf8e8","newPassword":"004ba19b-5082-489a-a5ef-0836bb69524e","newPasswordConfirm":"004ba19b-5082-489a-a5ef-0836bb69524e"}, {"password":"ff32c504-705c-47fb-863d-e99c1ddcf8e8","newPassword":"004ba19b-5082-489a-a5ef-0836bb69524e","newPasswordConfirm":"004ba19b-5082-489a-a5ef-0836bb69524e"}, requestBody)
17:00:41.369 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG com.networknt.schema.TypeValidator debug - validate( "004ba19b-5082-489a-a5ef-0836bb69524e", {"password":"ff32c504-705c-47fb-863d-e99c1ddcf8e8","newPassword":"004ba19b-5082-489a-a5ef-0836bb69524e","newPasswordConfirm":"004ba19b-5082-489a-a5ef-0836bb69524e"}, requestBody.newPasswordConfirm)
17:00:41.369 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG com.networknt.schema.TypeValidator debug - validate( "ff32c504-705c-47fb-863d-e99c1ddcf8e8", {"password":"ff32c504-705c-47fb-863d-e99c1ddcf8e8","newPassword":"004ba19b-5082-489a-a5ef-0836bb69524e","newPasswordConfirm":"004ba19b-5082-489a-a5ef-0836bb69524e"}, requestBody.password)
17:00:41.369 [XNIO-1 task-2]  Tdl_IARZQbO7FMLXVSL6hw DEBUG com.networknt.schema.TypeValidator debug - validate( "004ba19b-5082-489a-a5ef-0836bb69524e", {"password":"ff32c504-705c-47fb-863d-e99c1ddcf8e8","newPassword":"004ba19b-5082-489a-a5ef-0836bb69524e","newPasswordConfirm":"004ba19b-5082-489a-a5ef-0836bb69524e"}, requestBody.newPassword)
17:00:41.409 [XNIO-1 task-2]  udK2k4YORsy8nXr1Et0UmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/c19f8169, base path is set to: null
17:00:41.409 [XNIO-1 task-2]  udK2k4YORsy8nXr1Et0UmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.409 [XNIO-1 task-2]  udK2k4YORsy8nXr1Et0UmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:41.410 [XNIO-1 task-2]  udK2k4YORsy8nXr1Et0UmQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/c19f8169, base path is set to: null
17:00:41.410 [XNIO-1 task-2]  udK2k4YORsy8nXr1Et0UmQ DEBUG com.networknt.schema.TypeValidator debug - validate( "c19f8169", "c19f8169", userId)
17:00:41.424 [XNIO-1 task-2]  RaLpB3ngRF-nVT4q906JYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.424 [XNIO-1 task-2]  RaLpB3ngRF-nVT4q906JYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.425 [XNIO-1 task-2]  RaLpB3ngRF-nVT4q906JYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.425 [XNIO-1 task-2]  RaLpB3ngRF-nVT4q906JYQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:41.450 [XNIO-1 task-2]  l21WlgQkRsai9qJP9lShZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/7fd1aa27
17:00:41.450 [XNIO-1 task-2]  l21WlgQkRsai9qJP9lShZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.450 [XNIO-1 task-2]  l21WlgQkRsai9qJP9lShZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:41.450 [XNIO-1 task-2]  l21WlgQkRsai9qJP9lShZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/7fd1aa27
17:00:41.463 [XNIO-1 task-2]  s2kf0TiCTDiXGyrSU0MzeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/7fd1aa27, base path is set to: null
17:00:41.463 [XNIO-1 task-2]  s2kf0TiCTDiXGyrSU0MzeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.465 [XNIO-1 task-2]  s2kf0TiCTDiXGyrSU0MzeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:41.465 [XNIO-1 task-2]  s2kf0TiCTDiXGyrSU0MzeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/7fd1aa27, base path is set to: null
17:00:41.466 [XNIO-1 task-2]  s2kf0TiCTDiXGyrSU0MzeQ DEBUG com.networknt.schema.TypeValidator debug - validate( "7fd1aa27", "7fd1aa27", userId)
17:00:41.477 [XNIO-1 task-2]  HPJu6P_ZS7W1-E7Br6zTdg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.477 [XNIO-1 task-2]  HPJu6P_ZS7W1-E7Br6zTdg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.477 [XNIO-1 task-2]  HPJu6P_ZS7W1-E7Br6zTdg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.478 [XNIO-1 task-2]  HPJu6P_ZS7W1-E7Br6zTdg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
17:00:41.487 [XNIO-1 task-2]  wDYWbJPwQPi-j9WNk9Cz0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.488 [XNIO-1 task-2]  wDYWbJPwQPi-j9WNk9Cz0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.488 [XNIO-1 task-2]  wDYWbJPwQPi-j9WNk9Cz0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
17:00:41.489 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:7f5e120b-44ed-4fd4-9aba-7f1d82192cff
17:00:41.526 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:7f5e120b-44ed-4fd4-9aba-7f1d82192cff
17:00:41.529 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/cb764e7f
17:00:41.529 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.529 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
17:00:41.529 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
17:00:41.530 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/cb764e7f
17:00:41.531 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"812a570b-dfd1-47e0-ac18-a1f16d20fb1c","newPassword":"05ebfa7a-143a-4089-96c0-cbb17766822a","newPasswordConfirm":"05ebfa7a-143a-4089-96c0-cbb17766822a"}, {"password":"812a570b-dfd1-47e0-ac18-a1f16d20fb1c","newPassword":"05ebfa7a-143a-4089-96c0-cbb17766822a","newPasswordConfirm":"05ebfa7a-143a-4089-96c0-cbb17766822a"}, requestBody)
17:00:41.531 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"812a570b-dfd1-47e0-ac18-a1f16d20fb1c","newPassword":"05ebfa7a-143a-4089-96c0-cbb17766822a","newPasswordConfirm":"05ebfa7a-143a-4089-96c0-cbb17766822a"}, {"password":"812a570b-dfd1-47e0-ac18-a1f16d20fb1c","newPassword":"05ebfa7a-143a-4089-96c0-cbb17766822a","newPasswordConfirm":"05ebfa7a-143a-4089-96c0-cbb17766822a"}, requestBody)
17:00:41.531 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG com.networknt.schema.FormatValidator debug - validate( "05ebfa7a-143a-4089-96c0-cbb17766822a", {"password":"812a570b-dfd1-47e0-ac18-a1f16d20fb1c","newPassword":"05ebfa7a-143a-4089-96c0-cbb17766822a","newPasswordConfirm":"05ebfa7a-143a-4089-96c0-cbb17766822a"}, requestBody.newPasswordConfirm)
17:00:41.532 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG com.networknt.schema.FormatValidator debug - validate( "812a570b-dfd1-47e0-ac18-a1f16d20fb1c", {"password":"812a570b-dfd1-47e0-ac18-a1f16d20fb1c","newPassword":"05ebfa7a-143a-4089-96c0-cbb17766822a","newPasswordConfirm":"05ebfa7a-143a-4089-96c0-cbb17766822a"}, requestBody.password)
17:00:41.532 [XNIO-1 task-2]  _z2V2AgBTD-b1QXomq60OQ DEBUG com.networknt.schema.FormatValidator debug - validate( "05ebfa7a-143a-4089-96c0-cbb17766822a", {"password":"812a570b-dfd1-47e0-ac18-a1f16d20fb1c","newPassword":"05ebfa7a-143a-4089-96c0-cbb17766822a","newPasswordConfirm":"05ebfa7a-143a-4089-96c0-cbb17766822a"}, requestBody.newPassword)
17:00:41.545 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:a7a9dded-b3bf-45df-b6aa-9b1018ebfe77
17:00:41.559 [XNIO-1 task-2]  liXPevQMQRmMFRQ0PqAwSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/cb764e7f, base path is set to: null
17:00:41.560 [XNIO-1 task-2]  liXPevQMQRmMFRQ0PqAwSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
17:00:41.560 [XNIO-1 task-2]  liXPevQMQRmMFRQ0PqAwSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
17:00:41.560 [XNIO-1 task-2]  liXPevQMQRmMFRQ0PqAwSg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/cb764e7f, base path is set to: null
17:00:41.560 [XNIO-1 task-2]  liXPevQMQRmMFRQ0PqAwSg DEBUG com.networknt.schema.TypeValidator debug - validate( "cb764e7f", "cb764e7f", userId)
17:00:41.567 [XNIO-1 task-2]  _FalS-FPSSOaCWHL32_H3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.567 [XNIO-1 task-2]  _FalS-FPSSOaCWHL32_H3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.567 [XNIO-1 task-2]  _FalS-FPSSOaCWHL32_H3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.608 [XNIO-1 task-2]  mnHYPGQ_TZGWMVN6CI5KqA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.608 [XNIO-1 task-2]  mnHYPGQ_TZGWMVN6CI5KqA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.608 [XNIO-1 task-2]  mnHYPGQ_TZGWMVN6CI5KqA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.624 [XNIO-1 task-2]  -nsfHRToRGCnXvdrZW2Uiw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.624 [XNIO-1 task-2]  -nsfHRToRGCnXvdrZW2Uiw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
17:00:41.625 [XNIO-1 task-2]  -nsfHRToRGCnXvdrZW2Uiw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
