09:02:57.861 [XNIO-1 task-1]  mqU8l2_HRRyR5Jin7mg9uQ DEBUG com.networknt.schema.TypeValidator debug - validate( "920f67ac-061d-4f4f-91a4-e92bcfcb4ccc", {"password":"a54c83b5-79b9-4b55-8de6-bb90a71761ea","newPassword":"920f67ac-061d-4f4f-91a4-e92bcfcb4ccc","newPasswordConfirm":"920f67ac-061d-4f4f-91a4-e92bcfcb4ccc"}, requestBody.newPassword)
09:02:58.088 [XNIO-1 task-1]  sIghSsCYSaC7bGRVpzPCyw DEBUG com.networknt.schema.TypeValidator debug - validate( "e6bec9d6-6698-459a-95b1-e347361ab747", {"password":"e6bec9d6-6698-459a-95b1-e347361ab747","newPassword":"d7d0101f-2948-44cf-a31b-e3bc333d81f2","newPasswordConfirm":"d7d0101f-2948-44cf-a31b-e3bc333d81f2"}, requestBody.password)
09:02:58.089 [XNIO-1 task-1]  sIghSsCYSaC7bGRVpzPCyw DEBUG com.networknt.schema.TypeValidator debug - validate( "d7d0101f-2948-44cf-a31b-e3bc333d81f2", {"password":"e6bec9d6-6698-459a-95b1-e347361ab747","newPassword":"d7d0101f-2948-44cf-a31b-e3bc333d81f2","newPasswordConfirm":"d7d0101f-2948-44cf-a31b-e3bc333d81f2"}, requestBody.newPassword)
09:02:58.098 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:4f32aef4
09:02:58.106 [XNIO-1 task-1]  8mL-MeY8R-2lO4jOkg958A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/951fcb1f, base path is set to: null
09:02:58.106 [XNIO-1 task-1]  8mL-MeY8R-2lO4jOkg958A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:58.106 [XNIO-1 task-1]  8mL-MeY8R-2lO4jOkg958A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:58.106 [XNIO-1 task-1]  8mL-MeY8R-2lO4jOkg958A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/951fcb1f, base path is set to: null
09:02:58.106 [XNIO-1 task-1]  8mL-MeY8R-2lO4jOkg958A DEBUG com.networknt.schema.TypeValidator debug - validate( "951fcb1f", "951fcb1f", userId)
09:02:58.112 [XNIO-1 task-1]  fiak6pdmSFmroMzgTNzDVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.112 [XNIO-1 task-1]  fiak6pdmSFmroMzgTNzDVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.112 [XNIO-1 task-1]  fiak6pdmSFmroMzgTNzDVQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.112 [XNIO-1 task-1]  fiak6pdmSFmroMzgTNzDVQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:02:58.115 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/474831c1
09:02:58.115 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.115 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:58.115 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
09:02:58.115 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/474831c1
09:02:58.116 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"985a6fe9-d284-4b1f-b48f-ec8a031545ea","newPassword":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPasswordConfirm":"b181d3c7-9cf8-4df0-b7c5-80143a927152"}, {"password":"985a6fe9-d284-4b1f-b48f-ec8a031545ea","newPassword":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPasswordConfirm":"b181d3c7-9cf8-4df0-b7c5-80143a927152"}, requestBody)
09:02:58.116 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"985a6fe9-d284-4b1f-b48f-ec8a031545ea","newPassword":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPasswordConfirm":"b181d3c7-9cf8-4df0-b7c5-80143a927152"}, {"password":"985a6fe9-d284-4b1f-b48f-ec8a031545ea","newPassword":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPasswordConfirm":"b181d3c7-9cf8-4df0-b7c5-80143a927152"}, requestBody)
09:02:58.116 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG com.networknt.schema.FormatValidator debug - validate( "b181d3c7-9cf8-4df0-b7c5-80143a927152", {"password":"985a6fe9-d284-4b1f-b48f-ec8a031545ea","newPassword":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPasswordConfirm":"b181d3c7-9cf8-4df0-b7c5-80143a927152"}, requestBody.newPasswordConfirm)
09:02:58.116 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG com.networknt.schema.FormatValidator debug - validate( "985a6fe9-d284-4b1f-b48f-ec8a031545ea", {"password":"985a6fe9-d284-4b1f-b48f-ec8a031545ea","newPassword":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPasswordConfirm":"b181d3c7-9cf8-4df0-b7c5-80143a927152"}, requestBody.password)
09:02:58.116 [XNIO-1 task-1]  JJSxWUYnSf2h7raVjx9VQQ DEBUG com.networknt.schema.FormatValidator debug - validate( "b181d3c7-9cf8-4df0-b7c5-80143a927152", {"password":"985a6fe9-d284-4b1f-b48f-ec8a031545ea","newPassword":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPasswordConfirm":"b181d3c7-9cf8-4df0-b7c5-80143a927152"}, requestBody.newPassword)
09:02:58.132 [XNIO-1 task-1]  mbmU1NM1Qg6xMaqe5eaM6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.132 [XNIO-1 task-1]  mbmU1NM1Qg6xMaqe5eaM6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.132 [XNIO-1 task-1]  mbmU1NM1Qg6xMaqe5eaM6w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.132 [XNIO-1 task-1]  mbmU1NM1Qg6xMaqe5eaM6w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:02:58.137 [XNIO-1 task-1]  sjaLmWHzQ1eg7NaKJyMwow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4f32aef4
09:02:58.137 [XNIO-1 task-1]  sjaLmWHzQ1eg7NaKJyMwow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.137 [XNIO-1 task-1]  sjaLmWHzQ1eg7NaKJyMwow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:58.137 [XNIO-1 task-1]  sjaLmWHzQ1eg7NaKJyMwow DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4f32aef4
09:02:58.138 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:4f32aef4
09:02:58.143 [XNIO-1 task-1]  rC_jtAbtR7aEJJgsX2vJUg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/474831c1
09:02:58.143 [XNIO-1 task-1]  rC_jtAbtR7aEJJgsX2vJUg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.143 [XNIO-1 task-1]  rC_jtAbtR7aEJJgsX2vJUg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:58.143 [XNIO-1 task-1]  rC_jtAbtR7aEJJgsX2vJUg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/474831c1
09:02:58.144 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:3b352e11
09:02:58.146 [XNIO-1 task-1]  ETMifrAHRR6K-7Q8aeJBLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.146 [XNIO-1 task-1]  ETMifrAHRR6K-7Q8aeJBLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.146 [XNIO-1 task-1]  ETMifrAHRR6K-7Q8aeJBLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.147 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:3b352e11
09:02:58.151 [XNIO-1 task-1]  rZrTDkv6RV6iu4kEj8p9AQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.151 [XNIO-1 task-1]  rZrTDkv6RV6iu4kEj8p9AQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.152 [XNIO-1 task-1]  rZrTDkv6RV6iu4kEj8p9AQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.152 [XNIO-1 task-1]  rZrTDkv6RV6iu4kEj8p9AQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:02:58.158 [XNIO-1 task-1]  n9HlTTxzRtSOACicwLRSTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.158 [XNIO-1 task-1]  n9HlTTxzRtSOACicwLRSTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.158 [XNIO-1 task-1]  n9HlTTxzRtSOACicwLRSTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.164 [XNIO-1 task-1]  KDZ8gEiGSsi-UEq9i2i4Jg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.164 [XNIO-1 task-1]  KDZ8gEiGSsi-UEq9i2i4Jg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.164 [XNIO-1 task-1]  KDZ8gEiGSsi-UEq9i2i4Jg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.164 [XNIO-1 task-1]  KDZ8gEiGSsi-UEq9i2i4Jg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:02:58.168 [XNIO-1 task-1]  PKVIvdmyTaau6EJuNzHcVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.168 [XNIO-1 task-1]  PKVIvdmyTaau6EJuNzHcVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.168 [XNIO-1 task-1]  PKVIvdmyTaau6EJuNzHcVw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.176 [XNIO-1 task-1]  FcKdydOoTQyXzNCeMj7j0w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.176 [XNIO-1 task-1]  FcKdydOoTQyXzNCeMj7j0w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.176 [XNIO-1 task-1]  FcKdydOoTQyXzNCeMj7j0w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.184 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:872334cb-e1f8-493c-aef5-bc958bc46e00
09:02:58.191 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/474831c1, base path is set to: null
09:02:58.191 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:58.192 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:58.192 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
09:02:58.192 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/474831c1, base path is set to: null
09:02:58.192 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG com.networknt.schema.TypeValidator debug - validate( "474831c1", "474831c1", userId)
09:02:58.192 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPassword":"3183a6cb-704a-4e86-8a46-e4c7a927acdb","newPasswordConfirm":"3183a6cb-704a-4e86-8a46-e4c7a927acdb"}, {"password":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPassword":"3183a6cb-704a-4e86-8a46-e4c7a927acdb","newPasswordConfirm":"3183a6cb-704a-4e86-8a46-e4c7a927acdb"}, requestBody)
09:02:58.192 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG com.networknt.schema.TypeValidator debug - validate( "3183a6cb-704a-4e86-8a46-e4c7a927acdb", {"password":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPassword":"3183a6cb-704a-4e86-8a46-e4c7a927acdb","newPasswordConfirm":"3183a6cb-704a-4e86-8a46-e4c7a927acdb"}, requestBody.newPasswordConfirm)
09:02:58.192 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG com.networknt.schema.TypeValidator debug - validate( "b181d3c7-9cf8-4df0-b7c5-80143a927152", {"password":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPassword":"3183a6cb-704a-4e86-8a46-e4c7a927acdb","newPasswordConfirm":"3183a6cb-704a-4e86-8a46-e4c7a927acdb"}, requestBody.password)
09:02:58.193 [XNIO-1 task-1]  c-45xieuSUyCCsx2bmC13g DEBUG com.networknt.schema.TypeValidator debug - validate( "3183a6cb-704a-4e86-8a46-e4c7a927acdb", {"password":"b181d3c7-9cf8-4df0-b7c5-80143a927152","newPassword":"3183a6cb-704a-4e86-8a46-e4c7a927acdb","newPasswordConfirm":"3183a6cb-704a-4e86-8a46-e4c7a927acdb"}, requestBody.newPassword)
09:02:58.208 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:3b352e11
09:02:58.213 [XNIO-1 task-1]  bIgtAHieTjuxUF0qbrJogg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/d02002f5, base path is set to: null
09:02:58.213 [XNIO-1 task-1]  bIgtAHieTjuxUF0qbrJogg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:58.214 [XNIO-1 task-1]  bIgtAHieTjuxUF0qbrJogg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:58.214 [XNIO-1 task-1]  bIgtAHieTjuxUF0qbrJogg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/d02002f5, base path is set to: null
09:02:58.214 [XNIO-1 task-1]  bIgtAHieTjuxUF0qbrJogg DEBUG com.networknt.schema.TypeValidator debug - validate( "d02002f5", "d02002f5", userId)
09:02:58.217 [XNIO-1 task-1]  JDwW4yFtRZKM8MVtencx2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.217 [XNIO-1 task-1]  JDwW4yFtRZKM8MVtencx2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.217 [XNIO-1 task-1]  JDwW4yFtRZKM8MVtencx2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.217 [XNIO-1 task-1]  JDwW4yFtRZKM8MVtencx2w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
09:02:58.220 [XNIO-1 task-1]  VptV26j3RyWQMluj2x1sEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.220 [XNIO-1 task-1]  VptV26j3RyWQMluj2x1sEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.220 [XNIO-1 task-1]  VptV26j3RyWQMluj2x1sEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.225 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:19caf7ec
09:02:58.233 [XNIO-1 task-1]  8NfI0fQsRVeU7Hf_6WSTTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/1d59f532, base path is set to: null
09:02:58.233 [XNIO-1 task-1]  8NfI0fQsRVeU7Hf_6WSTTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:58.233 [XNIO-1 task-1]  8NfI0fQsRVeU7Hf_6WSTTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:58.233 [XNIO-1 task-1]  8NfI0fQsRVeU7Hf_6WSTTg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/1d59f532, base path is set to: null
09:02:58.234 [XNIO-1 task-1]  8NfI0fQsRVeU7Hf_6WSTTg DEBUG com.networknt.schema.TypeValidator debug - validate( "1d59f532", "1d59f532", userId)
09:02:58.236 [XNIO-1 task-1]  8qZp1SmRSEC5fOiFtS0gTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4faccee7
09:02:58.236 [XNIO-1 task-1]  8qZp1SmRSEC5fOiFtS0gTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.236 [XNIO-1 task-1]  8qZp1SmRSEC5fOiFtS0gTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:58.236 [XNIO-1 task-1]  8qZp1SmRSEC5fOiFtS0gTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/4faccee7
09:02:58.239 [XNIO-1 task-1]  kvdhFBpNQBulOjsF9FqziQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/474831c1, base path is set to: null
09:02:58.239 [XNIO-1 task-1]  kvdhFBpNQBulOjsF9FqziQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:58.239 [XNIO-1 task-1]  kvdhFBpNQBulOjsF9FqziQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:58.239 [XNIO-1 task-1]  kvdhFBpNQBulOjsF9FqziQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/474831c1, base path is set to: null
09:02:58.239 [XNIO-1 task-1]  kvdhFBpNQBulOjsF9FqziQ DEBUG com.networknt.schema.TypeValidator debug - validate( "474831c1", "474831c1", userId)
09:02:58.241 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:ac9eba07
09:02:58.241 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:872334cb-e1f8-493c-aef5-bc958bc46e00
09:02:58.244 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/d02002f5
09:02:58.244 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.244 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:58.244 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
09:02:58.245 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/d02002f5
09:02:58.245 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"2b07d197-0164-461c-b878-0d171448b5f4","newPassword":"8e77af7d-1307-4194-b56c-9fe9c958a20d","newPasswordConfirm":"8e77af7d-1307-4194-b56c-9fe9c958a20d"}, {"password":"2b07d197-0164-461c-b878-0d171448b5f4","newPassword":"8e77af7d-1307-4194-b56c-9fe9c958a20d","newPasswordConfirm":"8e77af7d-1307-4194-b56c-9fe9c958a20d"}, requestBody)
09:02:58.245 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"2b07d197-0164-461c-b878-0d171448b5f4","newPassword":"8e77af7d-1307-4194-b56c-9fe9c958a20d","newPasswordConfirm":"8e77af7d-1307-4194-b56c-9fe9c958a20d"}, {"password":"2b07d197-0164-461c-b878-0d171448b5f4","newPassword":"8e77af7d-1307-4194-b56c-9fe9c958a20d","newPasswordConfirm":"8e77af7d-1307-4194-b56c-9fe9c958a20d"}, requestBody)
09:02:58.245 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG com.networknt.schema.FormatValidator debug - validate( "8e77af7d-1307-4194-b56c-9fe9c958a20d", {"password":"2b07d197-0164-461c-b878-0d171448b5f4","newPassword":"8e77af7d-1307-4194-b56c-9fe9c958a20d","newPasswordConfirm":"8e77af7d-1307-4194-b56c-9fe9c958a20d"}, requestBody.newPasswordConfirm)
09:02:58.245 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG com.networknt.schema.FormatValidator debug - validate( "2b07d197-0164-461c-b878-0d171448b5f4", {"password":"2b07d197-0164-461c-b878-0d171448b5f4","newPassword":"8e77af7d-1307-4194-b56c-9fe9c958a20d","newPasswordConfirm":"8e77af7d-1307-4194-b56c-9fe9c958a20d"}, requestBody.password)
09:02:58.245 [XNIO-1 task-1]  b_yePf3VRXaHmLckiovblA DEBUG com.networknt.schema.FormatValidator debug - validate( "8e77af7d-1307-4194-b56c-9fe9c958a20d", {"password":"2b07d197-0164-461c-b878-0d171448b5f4","newPassword":"8e77af7d-1307-4194-b56c-9fe9c958a20d","newPasswordConfirm":"8e77af7d-1307-4194-b56c-9fe9c958a20d"}, requestBody.newPassword)
09:02:58.256 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:ac9eba07
09:02:58.260 [XNIO-1 task-1]  NPrcPW1CTSqMAdPFsldGtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/d02002f5
09:02:58.260 [XNIO-1 task-1]  NPrcPW1CTSqMAdPFsldGtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
09:02:58.260 [XNIO-1 task-1]  NPrcPW1CTSqMAdPFsldGtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
09:02:58.260 [XNIO-1 task-1]  NPrcPW1CTSqMAdPFsldGtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/d02002f5
09:02:58.263 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/1d59f532, base path is set to: null
09:02:58.263 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:58.264 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:58.264 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
09:02:58.264 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/1d59f532, base path is set to: null
09:02:58.264 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG com.networknt.schema.TypeValidator debug - validate( "1d59f532", "1d59f532", userId)
09:02:58.264 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"2bf56ce7-9fe5-48e7-a07d-25e248056335","newPassword":"a48885ca-460a-4c4d-91e7-30d549d5c843","newPasswordConfirm":"a48885ca-460a-4c4d-91e7-30d549d5c843"}, {"password":"2bf56ce7-9fe5-48e7-a07d-25e248056335","newPassword":"a48885ca-460a-4c4d-91e7-30d549d5c843","newPasswordConfirm":"a48885ca-460a-4c4d-91e7-30d549d5c843"}, requestBody)
09:02:58.264 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG com.networknt.schema.TypeValidator debug - validate( "a48885ca-460a-4c4d-91e7-30d549d5c843", {"password":"2bf56ce7-9fe5-48e7-a07d-25e248056335","newPassword":"a48885ca-460a-4c4d-91e7-30d549d5c843","newPasswordConfirm":"a48885ca-460a-4c4d-91e7-30d549d5c843"}, requestBody.newPasswordConfirm)
09:02:58.264 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG com.networknt.schema.TypeValidator debug - validate( "2bf56ce7-9fe5-48e7-a07d-25e248056335", {"password":"2bf56ce7-9fe5-48e7-a07d-25e248056335","newPassword":"a48885ca-460a-4c4d-91e7-30d549d5c843","newPasswordConfirm":"a48885ca-460a-4c4d-91e7-30d549d5c843"}, requestBody.password)
09:02:58.264 [XNIO-1 task-1]  D0avm5NYTtKNAZ4nZQ99zg DEBUG com.networknt.schema.TypeValidator debug - validate( "a48885ca-460a-4c4d-91e7-30d549d5c843", {"password":"2bf56ce7-9fe5-48e7-a07d-25e248056335","newPassword":"a48885ca-460a-4c4d-91e7-30d549d5c843","newPasswordConfirm":"a48885ca-460a-4c4d-91e7-30d549d5c843"}, requestBody.newPassword)
09:02:58.271 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:19caf7ec
09:02:58.285 [XNIO-1 task-1]  52a84yQLSmCba3B6PAmiGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/4faccee7, base path is set to: null
09:02:58.285 [XNIO-1 task-1]  52a84yQLSmCba3B6PAmiGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
09:02:58.285 [XNIO-1 task-1]  52a84yQLSmCba3B6PAmiGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
09:02:58.285 [XNIO-1 task-1]  52a84yQLSmCba3B6PAmiGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
09:02:58.286 [XNIO-1 task-1]  52a84yQLSmCba3B6PAmiGQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/4faccee7, base path is set to: null
